"","gene_id","SYMBOL","coding_length","DESCRIPTION","GENEBIOTYPE","SEQCOORDSYSTEM","ENTREZID","WT_0H_DNA2","WT_120H_DNA2","logFC","logCPM","F","PValue","FDR"
"ENSMUSG00000073514","ENSMUSG00000073514","Dok6",13804,"docking protein 6 [Source:MGI Symbol;Acc:MGI:3639495]","protein_coding","chromosome","623279",0.090157860018697,2.03505359318297,4.42285579916752,3.86079630011747,387.417768572654,1.28328603204429e-11,1.9919972890898e-09
"ENSMUSG00000039202","ENSMUSG00000039202","Abhd2",10573,"abhydrolase domain containing 2 [Source:MGI Symbol;Acc:MGI:1914344]","protein_coding","chromosome","54608",4.3818237866317,24.5471648460259,2.43168411856412,7.23989447600069,387.203696849738,1.28810838468468e-11,1.9919972890898e-09
"ENSMUSG00000038738","ENSMUSG00000038738","Shank1",10514,"SH3 and multiple ankyrin repeat domains 1 [Source:MGI Symbol;Acc:MGI:3613677]","protein_coding","chromosome","243961",15.4581479816557,1.35337202315925,-3.56875532615836,6.49430441696144,535.995393240015,1.44422163273258e-11,2.20965909808085e-09
"ENSMUSG00000038855","ENSMUSG00000038855","Itpkb",10463,"inositol 1,4,5-trisphosphate 3-kinase B [Source:MGI Symbol;Acc:MGI:109235]","protein_coding","chromosome","320404",1.66619925643342,9.29611444384748,2.42075818521865,5.82779045732424,378.28340169996,1.5087449635174e-11,2.27147308090262e-09
"ENSMUSG00000024236","ENSMUSG00000024236","Svil",10701,"supervillin [Source:MGI Symbol;Acc:MGI:2147319]","protein_coding","chromosome","225115",3.14531480238577,15.6620998262589,2.26221898962015,6.63929416139646,377.992856034658,1.51662608469735e-11,2.27147308090262e-09
"ENSMUSG00000028108","ENSMUSG00000028108","Ecm1",2521,"extracellular matrix protein 1 [Source:MGI Symbol;Acc:MGI:103060]","protein_coding","chromosome","13601",2.36872262725835,565.564752450071,7.86072747145702,9.47036267128398,1040.83298696634,1.5445349930799e-11,2.27147308090262e-09
"ENSMUSG00000026656","ENSMUSG00000026656","Fcgr2b",5790,"Fc receptor, IgG, low affinity IIb [Source:MGI Symbol;Acc:MGI:95499]","protein_coding","chromosome","14130",0.115826094809432,4.74825767043358,5.27688733783355,3.80447391160066,376.860330619004,1.54779837246876e-11,2.27147308090262e-09
"ENSMUSG00000028063","ENSMUSG00000028063","Lmna",5838,"lamin A [Source:MGI Symbol;Acc:MGI:96794]","protein_coding","chromosome","16905",11.6773893058796,53.6358950465078,2.14823884215338,7.56391099404786,365.317165406878,1.9110218026674e-11,2.77619349151136e-09
"ENSMUSG00000028494","ENSMUSG00000028494","Plin2",3512,"perilipin 2 [Source:MGI Symbol;Acc:MGI:87920]","protein_coding","chromosome","11520",0.380951239450286,9.3319031122083,4.54507379482594,4.07999062705717,363.558279123347,1.9745150596628e-11,2.82768394831736e-09
"ENSMUSG00000018171","ENSMUSG00000018171","Vmp1",3862,"vacuole membrane protein 1 [Source:MGI Symbol;Acc:MGI:1923159]","protein_coding","chromosome","75909",5.22690906385146,26.3909027736295,2.28058961639862,5.92205989709694,363.252746754192,1.98578833806184e-11,2.82768394831736e-09
"ENSMUSG00000022272","ENSMUSG00000022272","Myo10",10122,"myosin X [Source:MGI Symbol;Acc:MGI:107716]","protein_coding","chromosome","17909",6.73216828454876,26.7700751069753,1.93753439173272,7.39140664998471,361.390774008355,2.05610081339671e-11,2.84893052011428e-09
"ENSMUSG00000060675","ENSMUSG00000060675","Plaat3",6396,"phospholipase A and acyltransferase 3 [Source:MGI Symbol;Acc:MGI:2179715]","protein_coding","chromosome","225845",11.5090770732987,2.89047689084473,-2.04679405969646,5.55415232528651,360.898765384764,2.07515247312441e-11,2.84893052011428e-09
"ENSMUSG00000029135","ENSMUSG00000029135","Fosl2",9680,"fos-like antigen 2 [Source:MGI Symbol;Acc:MGI:102858]","protein_coding","chromosome","14284",5.70694548127588,20.047516151994,1.76175102111094,6.95300626054585,360.858496380279,2.07672068665918e-11,2.84893052011428e-09
"ENSMUSG00000026547","ENSMUSG00000026547","Tagln2",2082,"transgelin 2 [Source:MGI Symbol;Acc:MGI:1312985]","protein_coding","chromosome","21346",4.00162839934951,67.2487466805877,4.00733179421948,6.1934612278093,568.803713242546,2.07994510229453e-11,2.84893052011428e-09
"ENSMUSG00000049775","ENSMUSG00000049775","Tmsb4x",1371,"thymosin, beta 4, X chromosome [Source:MGI Symbol;Acc:MGI:99510]","protein_coding","chromosome","19241",49.6156437988141,504.219147072341,3.28610109994133,8.54700308528634,472.217905840938,2.16549194043004e-11,2.93812312144008e-09
"ENSMUSG00000021556","ENSMUSG00000021556","Golm1",4424,"golgi membrane protein 1 [Source:MGI Symbol;Acc:MGI:1917329]","protein_coding","chromosome","105348",2.49436981244981,17.4983672523569,2.7501654901821,5.4490881132042,356.437224330576,2.25743543780835e-11,3.03424639874389e-09
"ENSMUSG00000036905","ENSMUSG00000036905","C1qb",1088,"complement component 1, q subcomponent, beta polypeptide [Source:MGI Symbol;Acc:MGI:88224]","protein_coding","chromosome","12260",1.38479023020022,35.5213093015522,4.62793640886665,4.31675002877287,362.179102012709,2.29397795097364e-11,3.0548139713799e-09
"ENSMUSG00000032744","ENSMUSG00000032744","Heyl",5113,"hairy/enhancer-of-split related with YRPW motif-like [Source:MGI Symbol;Acc:MGI:1860511]","protein_coding","chromosome","56198",0.109231130389363,6.88284594677112,5.89541950430061,4.13824299465175,381.715824974226,2.47489277824266e-11,3.23683911178728e-09
"ENSMUSG00000030523","ENSMUSG00000030523","Trpm1",14746,"transient receptor potential cation channel, subfamily M, member 1 [Source:MGI Symbol;Acc:MGI:1330305]","protein_coding","chromosome","17364",6.01708331755513,1.25166999009315,-2.31986105482272,5.77046003230459,351.505423414418,2.48057322477007e-11,3.23683911178728e-09
"ENSMUSG00000025089","ENSMUSG00000025089","Gfra1",5476,"glial cell line derived neurotrophic factor family receptor alpha 1 [Source:MGI Symbol;Acc:MGI:1100842]","protein_coding","chromosome","14585",0.857917015075177,7.05245488796035,2.98017874199654,4.42473194792371,351.137903528538,2.49818621477116e-11,3.23683911178728e-09
"ENSMUSG00000046402","ENSMUSG00000046402","Rbp1",2652,"retinol binding protein 1, cellular [Source:MGI Symbol;Acc:MGI:97876]","protein_coding","chromosome","19659",5.09573119177294,48.5610344101447,3.19730100696509,6.1363139890507,450.202310971189,2.67251980412446e-11,3.42565495736404e-09
"ENSMUSG00000020435","ENSMUSG00000020435","Osbp2",6361,"oxysterol binding protein 2 [Source:MGI Symbol;Acc:MGI:1921559]","protein_coding","chromosome","74309",7.63505307157105,1.12796745349713,-2.81201693333478,4.83701388770556,347.287751841454,2.69155201072268e-11,3.42565495736404e-09
"ENSMUSG00000043099","ENSMUSG00000043099","Hic1",3750,"hypermethylated in cancer 1 [Source:MGI Symbol;Acc:MGI:1338010]","protein_coding","chromosome","15248",0.0489713623800828,5.31464810375218,6.62063797283691,3.3229322278823,345.18547626484,2.80432432713542e-11,3.53787653270715e-09
"ENSMUSG00000021109","ENSMUSG00000021109","Hif1a",5896,"hypoxia inducible factor 1, alpha subunit [Source:MGI Symbol;Acc:MGI:106918]","protein_coding","chromosome","15251",148.977480687494,44.1474559142023,-1.80555222025915,9.17103605609137,342.378523371485,2.96341521604403e-11,3.70607283801263e-09
"ENSMUSG00000029070","ENSMUSG00000029070","Mxra8",2918,"matrix-remodelling associated 8 [Source:MGI Symbol;Acc:MGI:1922011]","protein_coding","chromosome","74761",14.0136845387974,54.7064804735928,1.91137700279095,6.63493152248848,341.542722047499,3.01276115586098e-11,3.72930606939543e-09
"ENSMUSG00000015850","ENSMUSG00000015850","Adamtsl4",4198,"ADAMTS-like 4 [Source:MGI Symbol;Acc:MGI:2389008]","protein_coding","chromosome","229595",18.3538968411635,64.5835774595704,1.76779891079503,7.43670911581348,341.190227615424,3.0338534982566e-11,3.72930606939543e-09
"ENSMUSG00000048865","ENSMUSG00000048865","Arhgap30",8591,"Rho GTPase activating protein 30 [Source:MGI Symbol;Acc:MGI:2684948]","protein_coding","chromosome","226652",0.078602597021925,2.46028133986251,4.89796202237636,3.43982729720696,339.320964748023,3.1485645081339e-11,3.83751311491371e-09
"ENSMUSG00000049866","ENSMUSG00000049866","Arl4c",5492,"ADP-ribosylation factor-like 4C [Source:MGI Symbol;Acc:MGI:2445172]","protein_coding","chromosome","320982",1.28937364286037,23.2466646729988,4.11998811290522,6.05312741754995,548.304748569117,3.29431458304914e-11,3.98141448179938e-09
"ENSMUSG00000015950","ENSMUSG00000015950","Ncf1",3663,"neutrophil cytosolic factor 1 [Source:MGI Symbol;Acc:MGI:97283]","protein_coding","chromosome","17969",0.176491112910593,6.22223138565349,5.07037501307877,3.54436485399786,335.335874478223,3.41005937745041e-11,4.08695616387431e-09
"ENSMUSG00000058013","ENSMUSG00000058013","Sept11",9472,"septin 11 [Source:MGI Symbol;Acc:MGI:1277214]","protein_coding","chromosome","52398",6.70470931067033,23.3730148754248,1.74859070018956,7.14364667974677,334.566587947982,3.46334939263834e-11,4.11651991445658e-09
"ENSMUSG00000026778","ENSMUSG00000026778","Prkcq",7081,"protein kinase C, theta [Source:MGI Symbol;Acc:MGI:97601]","protein_coding","chromosome","18761",7.97042031744055,0.844161183200941,-3.287369342347,4.9979126287936,339.890254556087,3.51414941767699e-11,4.12620153409273e-09
"ENSMUSG00000043004","ENSMUSG00000043004","Gng2",4390,"guanine nucleotide binding protein (G protein), gamma 2 [Source:MGI Symbol;Acc:MGI:102705]","protein_coding","chromosome","14702",2.43485177596313,14.5761090873239,2.53529324589354,5.21179139107622,333.639003455468,3.52887490400087e-11,4.12620153409273e-09
"ENSMUSG00000000552","ENSMUSG00000000552","Zfp385a",2515,"zinc finger protein 385A [Source:MGI Symbol;Acc:MGI:1352495]","protein_coding","chromosome","29813",30.8302578571716,6.17371760286918,-2.37622405636329,5.5686661901242,328.911417600134,3.88565426342139e-11,4.50673222713922e-09
"ENSMUSG00000033306","ENSMUSG00000033306","Lpp",22046,"LIM domain containing preferred translocation partner in lipoma [Source:MGI Symbol;Acc:MGI:2441849]","protein_coding","chromosome","210126",2.37718966363729,9.59197413636141,1.95751960619412,7.02996014323586,328.054387911315,3.95465589612695e-11,4.55006888784782e-09
"ENSMUSG00000028906","ENSMUSG00000028906","Epb41",16386,"erythrocyte membrane protein band 4.1 [Source:MGI Symbol;Acc:MGI:95401]","protein_coding","chromosome","269587",19.2244610627414,4.51156421405793,-2.14435631414996,7.62646544970299,325.600096427354,4.16013319729857e-11,4.71893831495776e-09
"ENSMUSG00000051379","ENSMUSG00000051379","Flrt3",4865,"fibronectin leucine rich transmembrane protein 3 [Source:MGI Symbol;Acc:MGI:1918686]","protein_coding","chromosome","71436",1.98834147488625,9.97752928822271,2.27026773315783,4.85316105716134,325.51990109317,4.16705024335722e-11,4.71893831495776e-09
"ENSMUSG00000053702","ENSMUSG00000053702","Nebl",15235,"nebulette [Source:MGI Symbol;Acc:MGI:1921353]","protein_coding","chromosome","74103",0.984128695193552,4.30400150421566,2.07279290132597,5.32263246826688,323.074490413099,4.38441887611639e-11,4.9263056465864e-09
"ENSMUSG00000064115","ENSMUSG00000064115","Cadm2",9809,"cell adhesion molecule 2 [Source:MGI Symbol;Acc:MGI:2442722]","protein_coding","chromosome","239857",10.1316499376122,2.78345716876105,-1.91486101628389,6.00864680333347,321.138035498023,4.56576424851932e-11,5.09029623427945e-09
"ENSMUSG00000042734","ENSMUSG00000042734","Ttc9",4778,"tetratricopeptide repeat domain 9 [Source:MGI Symbol;Acc:MGI:1916730]","protein_coding","chromosome","69480",0.167663166746899,5.67880202296598,5.00853328042184,3.78918183815943,320.59553201743,4.61809505533897e-11,5.10903408352962e-09
"ENSMUSG00000006800","ENSMUSG00000006800","Sulf2",5871,"sulfatase 2 [Source:MGI Symbol;Acc:MGI:1919293]","protein_coding","chromosome","72043",0.522627869345161,11.5461611996891,4.40834131960796,5.13521107533264,441.483475120613,4.66755797481264e-11,5.12433731250042e-09
"ENSMUSG00000025351","ENSMUSG00000025351","Cd63",3682,"CD63 antigen [Source:MGI Symbol;Acc:MGI:99529]","protein_coding","chromosome","12512",22.9912594607187,88.5658167627465,1.89523807611315,7.67151366348999,318.808167786621,4.79541857707619e-11,5.2248265132962e-09
"ENSMUSG00000045954","ENSMUSG00000045954","Cavin2",3055,"caveolae associated 2 [Source:MGI Symbol;Acc:MGI:99513]","protein_coding","chromosome","20324",22.7361260569011,1.67484281083575,-3.82096505281038,5.26098425605904,406.330947722619,5.03708731883293e-11,5.36139349227284e-09
"ENSMUSG00000030536","ENSMUSG00000030536","Iqgap1",16538,"IQ motif containing GTPase activating protein 1 [Source:MGI Symbol;Acc:MGI:1352757]","protein_coding","chromosome","29875",6.64591482916761,29.5120229447562,2.09653447478077,8.20836931092855,316.335756140189,5.05368028573797e-11,5.36139349227284e-09
"ENSMUSG00000000290","ENSMUSG00000000290","Itgb2",3052,"integrin beta 2 [Source:MGI Symbol;Acc:MGI:96611]","protein_coding","chromosome","16414",0.202057537849798,13.8628119637419,6.02593241390835,4.40775478948632,410.504722407695,5.0814162328063e-11,5.36139349227284e-09
"ENSMUSG00000026288","ENSMUSG00000026288","Inpp5d",7602,"inositol polyphosphate-5-phosphatase D [Source:MGI Symbol;Acc:MGI:107357]","protein_coding","chromosome","16331",0.104831386087601,2.46790812372796,4.48718753711371,3.28444985799388,315.912907256158,5.09942352530033e-11,5.36139349227284e-09
"ENSMUSG00000044456","ENSMUSG00000044456","Rin3",6835,"Ras and Rab interactor 3 [Source:MGI Symbol;Acc:MGI:2385708]","protein_coding","chromosome","217835",0.23893591757492,4.82643859501216,4.26437729174399,4.10139572776652,315.841873903672,5.10715414018481e-11,5.36139349227284e-09
"ENSMUSG00000019558","ENSMUSG00000019558","Slc6a8",5210,"solute carrier family 6 (neurotransmitter transporter, creatine), member 8 [Source:MGI Symbol;Acc:MGI:2147834]","protein_coding","chromosome","102857",1.00578891965824,7.9768530967578,2.93216704020158,4.53515676175203,315.091400957737,5.18965201079191e-11,5.40851994342096e-09
"ENSMUSG00000028849","ENSMUSG00000028849","Map7d1",3652,"MAP7 domain containing 1 [Source:MGI Symbol;Acc:MGI:2384297]","protein_coding","chromosome","245877",14.9333839322371,58.2776093515201,1.9119971294933,7.05155774001058,314.193924990691,5.29031607984686e-11,5.46812651031848e-09
"ENSMUSG00000027985","ENSMUSG00000027985","Lef1",8788,"lymphoid enhancer binding factor 1 [Source:MGI Symbol;Acc:MGI:96770]","protein_coding","chromosome","16842",0.139910244214311,2.95357180916563,4.33496425806051,3.75463174597936,313.907701914364,5.3228877169002e-11,5.46812651031848e-09
"ENSMUSG00000095115","ENSMUSG00000095115","Itpripl2",6865,"inositol 1,4,5-triphosphate receptor interacting protein-like 2 [Source:MGI Symbol;Acc:MGI:2442416]","protein_coding","chromosome","319622",1.57481683452177,15.1035697230124,3.20196116769908,5.81975324240338,405.922494725557,5.49546491404778e-11,5.60537421232874e-09
"ENSMUSG00000039126","ENSMUSG00000039126","Prune2",20297,"prune homolog 2 [Source:MGI Symbol;Acc:MGI:1925004]","protein_coding","chromosome","353211",2.77411028432443,10.3922455996489,1.84584604648951,7.04709817498046,311.364983485887,5.62252489805855e-11,5.69458824534352e-09
"ENSMUSG00000055003","ENSMUSG00000055003","Lrtm2",4102,"leucine-rich repeats and transmembrane domains 2 [Source:MGI Symbol;Acc:MGI:2141485]","protein_coding","chromosome","211187",12.9651553998417,1.23678082223149,-3.43486038429949,4.90214119715224,330.234127467696,5.79832243654058e-11,5.83157155820466e-09
"ENSMUSG00000047496","ENSMUSG00000047496","Rnf152",8532,"ring finger protein 152 [Source:MGI Symbol;Acc:MGI:2443787]","protein_coding","chromosome","320311",2.92001234478432,12.1953035775398,2.01356518474901,6.0036632472996,309.049947989057,5.91219073212757e-11,5.90480049371241e-09
"ENSMUSG00000033955","ENSMUSG00000033955","Tnks1bp1",6425,"tankyrase 1 binding protein 1 [Source:MGI Symbol;Acc:MGI:2446193]","protein_coding","chromosome","228140",8.86293577449451,31.0498580990033,1.75273651722531,6.99015236973041,308.629481101291,5.96661152954984e-11,5.90894140271505e-09
"ENSMUSG00000038530","ENSMUSG00000038530","Rgs4",3098,"regulator of G-protein signaling 4 [Source:MGI Symbol;Acc:MGI:108409]","protein_coding","chromosome","19736",6.28371034768285,0.120852471067505,-5.70743817272588,3.3770295586613,308.375649918194,5.9997417400677e-11,5.90894140271505e-09
"ENSMUSG00000035258","ENSMUSG00000035258","Abi3bp",7416,"ABI gene family, member 3 (NESH) binding protein [Source:MGI Symbol;Acc:MGI:2444583]","protein_coding","chromosome","320712",27.2562854618166,5.55027232960604,-2.34378461613794,6.94960255476433,328.464613717016,6.03959384090608e-11,5.90894140271505e-09
"ENSMUSG00000072812","ENSMUSG00000072812","Ahnak2",14163,"AHNAK nucleoprotein 2 [Source:MGI Symbol;Acc:MGI:2144831]","protein_coding","chromosome","100041194",0.742399854603304,8.75008539741189,3.51521655923174,6.05569958843487,460.010493973237,6.10540058872025e-11,5.93296427479559e-09
"ENSMUSG00000036896","ENSMUSG00000036896","C1qc",1931,"complement component 1, q subcomponent, C chain [Source:MGI Symbol;Acc:MGI:88225]","protein_coding","chromosome","12262",0.796978176572192,21.8142781424039,4.72648964066065,4.4409338748792,359.101962362361,6.5297721244468e-11,6.29193185959036e-09
"ENSMUSG00000037946","ENSMUSG00000037946","Fgd3",6012,"FYVE, RhoGEF and PH domain containing 3 [Source:MGI Symbol;Acc:MGI:1353657]","protein_coding","chromosome","30938",0.561888738334832,5.89449127566295,3.3437975792217,4.26802915791031,304.294940317571,6.56229856027363e-11,6.29193185959036e-09
"ENSMUSG00000038608","ENSMUSG00000038608","Dock10",18267,"dedicator of cytokinesis 10 [Source:MGI Symbol;Acc:MGI:2146320]","protein_coding","chromosome","210293",0.0168587504279235,0.996685679494464,5.78611935532451,3.2055613052987,301.987629255157,6.90694691014443e-11,6.57852387163557e-09
"ENSMUSG00000042228","ENSMUSG00000042228","Lyn",4073,"LYN proto-oncogene, Src family tyrosine kinase [Source:MGI Symbol;Acc:MGI:96892]","protein_coding","chromosome","17096",0.492172564286175,7.72455374553527,3.92004121768389,4.05415066913986,299.057614568169,7.37482264758476e-11,6.97794074457658e-09
"ENSMUSG00000039601","ENSMUSG00000039601","Rcan2",4372,"regulator of calcineurin 2 [Source:MGI Symbol;Acc:MGI:1858219]","protein_coding","chromosome","53901",13.9313559125477,2.19751446887129,-2.72233114940179,5.17806455176069,297.765782061029,7.59253621305832e-11,7.03605041706884e-09
"ENSMUSG00000023913","ENSMUSG00000023913","Pla2g7",2905,"phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma) [Source:MGI Symbol;Acc:MGI:1351327]","protein_coding","chromosome","27226",3.50709369290954,19.2037308622956,2.40858954528844,5.03695008666969,297.431339889008,7.65009055767517e-11,7.03605041706884e-09
