gene_id	coding_length	SYMBOL	DESCRIPTION	Var
ENSMUSG00000001435	7021	Col18a1	collagen, type XVIII, alpha 1 [Source:MGI Symbol;Acc:MGI:88451]	38157883.2753623
ENSMUSG00000001436	4644	Slc19a1	solute carrier family 19 (folate transporter), member 1 [Source:MGI Symbol;Acc:MGI:103182]	9278.30253623188
ENSMUSG00000001440	6590	Kpnb1	karyopherin (importin) beta 1 [Source:MGI Symbol;Acc:MGI:107532]	5026520.7826087
ENSMUSG00000001441	7206	Npepps	aminopeptidase puromycin sensitive [Source:MGI Symbol;Acc:MGI:1101358]	258907.21557971
ENSMUSG00000001445	1708	Mrpl10	mitochondrial ribosomal protein L10 [Source:MGI Symbol;Acc:MGI:1333801]	23672.8677536232
ENSMUSG00000001467	4415	Cyp51	cytochrome P450, family 51 [Source:MGI Symbol;Acc:MGI:106040]	186756.862318841
ENSMUSG00000001472	5390	Tcf25	transcription factor 25 (basic helix-loop-helix) [Source:MGI Symbol;Acc:MGI:1914105]	679827.971014493
ENSMUSG00000001473	2437	Tubb6	tubulin, beta 6 class V [Source:MGI Symbol;Acc:MGI:1915201]	4222114.60688406
ENSMUSG00000001482	4408	Def8	differentially expressed in FDCP 8 [Source:MGI Symbol;Acc:MGI:1346331]	27391.3025362319
ENSMUSG00000001493	2228	Meox1	mesenchyme homeobox 1 [Source:MGI Symbol;Acc:MGI:103220]	47.0416666666667
ENSMUSG00000001494	2066	Sost	sclerostin [Source:MGI Symbol;Acc:MGI:1921749]	116.998188405797
ENSMUSG00000001506	6563	Col1a1	collagen, type I, alpha 1 [Source:MGI Symbol;Acc:MGI:88467]	8131709.91123188
ENSMUSG00000001507	5710	Itga3	integrin alpha 3 [Source:MGI Symbol;Acc:MGI:96602]	1435783.53623188
ENSMUSG00000001508	1735	Sgca	sarcoglycan, alpha (dystrophin-associated glycoprotein) [Source:MGI Symbol;Acc:MGI:894698]	83.3315217391304
ENSMUSG00000001510	2607	Dlx3	distal-less homeobox 3 [Source:MGI Symbol;Acc:MGI:94903]	38.7753623188406
ENSMUSG00000001517	5754	Foxm1	forkhead box M1 [Source:MGI Symbol;Acc:MGI:1347487]	85635.259057971
ENSMUSG00000001518	7096	Itfg2	integrin alpha FG-GAP repeat containing 2 [Source:MGI Symbol;Acc:MGI:1915450]	17986.6938405797
ENSMUSG00000001520	3757	Nrip2	nuclear receptor interacting protein 2 [Source:MGI Symbol;Acc:MGI:1891884]	116.608695652174
ENSMUSG00000001521	9342	Tulp3	tubby-like protein 3 [Source:MGI Symbol;Acc:MGI:1329045]	108659.128623188
ENSMUSG00000001524	3313	Gtf2h4	general transcription factor II H, polypeptide 4 [Source:MGI Symbol;Acc:MGI:1338799]	1204.45652173913
ENSMUSG00000001525	3327	Tubb5	tubulin, beta 5 class I [Source:MGI Symbol;Acc:MGI:107812]	42356740.6014493
ENSMUSG00000001542	9828	Ell2	elongation factor RNA polymerase II 2 [Source:MGI Symbol;Acc:MGI:2183438]	361282.688405797
ENSMUSG00000001552	6436	Jup	junction plakoglobin [Source:MGI Symbol;Acc:MGI:96650]	23490.0797101449
ENSMUSG00000001555	2935	Fkbp10	FK506 binding protein 10 [Source:MGI Symbol;Acc:MGI:104769]	249904.389492754
ENSMUSG00000001569	9232	Nom1	nucleolar protein with MIF4G domain 1 [Source:MGI Symbol;Acc:MGI:1861749]	118618.259057971
ENSMUSG00000001576	8888	Ergic1	endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1 [Source:MGI Symbol;Acc:MGI:1914708]	602997.913043478
ENSMUSG00000001588	4878	Acap1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1 [Source:MGI Symbol;Acc:MGI:2388270]	205.036231884058
ENSMUSG00000001604	1400	Tcea3	transcription elongation factor A (SII), 3 [Source:MGI Symbol;Acc:MGI:1196908]	2946.12862318841
ENSMUSG00000001622	4152	Csn3	casein kappa [Source:MGI Symbol;Acc:MGI:107461]	3765.38949275362
ENSMUSG00000001627	5858	Ifrd1	interferon-related developmental regulator 1 [Source:MGI Symbol;Acc:MGI:1316717]	3711337.34601449
ENSMUSG00000001630	4880	Stk38l	serine/threonine kinase 38 like [Source:MGI Symbol;Acc:MGI:1922250]	6482.14492753623
ENSMUSG00000001632	6779	Brpf1	bromodomain and PHD finger containing, 1 [Source:MGI Symbol;Acc:MGI:1926033]	90621.8677536232
ENSMUSG00000001642	8384	Akr1b3	aldo-keto reductase family 1, member B3 (aldose reductase) [Source:MGI Symbol;Acc:MGI:1353494]	106734.086956522
ENSMUSG00000001663	1528	Gstt1	glutathione S-transferase, theta 1 [Source:MGI Symbol;Acc:MGI:107379]	16158.9492753623
ENSMUSG00000001665	3842	Gstt3	glutathione S-transferase, theta 3 [Source:MGI Symbol;Acc:MGI:2143526]	707.673913043478
ENSMUSG00000001666	773	Ddt	D-dopachrome tautomerase [Source:MGI Symbol;Acc:MGI:1298381]	351.809782608696
ENSMUSG00000001672	3284	Marveld3	MARVEL (membrane-associating) domain containing 3 [Source:MGI Symbol;Acc:MGI:1920858]	446.601449275362
ENSMUSG00000001674	2483	Ddx18	DEAD (Asp-Glu-Ala-Asp) box polypeptide 18 [Source:MGI Symbol;Acc:MGI:1914192]	39213.731884058
ENSMUSG00000001687	8098	Ubl3	ubiquitin-like 3 [Source:MGI Symbol;Acc:MGI:1344373]	729848.405797101
ENSMUSG00000001700	5679	Gramd3	GRAM domain containing 3 [Source:MGI Symbol;Acc:MGI:1914815]	37095.5634057971
ENSMUSG00000001707	3257	Eef1e1	eukaryotic translation elongation factor 1 epsilon 1 [Source:MGI Symbol;Acc:MGI:1913393]	3130.34057971014
ENSMUSG00000001729	4098	Akt1	thymoma viral proto-oncogene 1 [Source:MGI Symbol;Acc:MGI:87986]	608083.760869565
ENSMUSG00000001739	2124	Cldn15	claudin 15 [Source:MGI Symbol;Acc:MGI:1913103]	35.8677536231884
ENSMUSG00000001741	7865	Il16	interleukin 16 [Source:MGI Symbol;Acc:MGI:1270855]	279.536231884058
ENSMUSG00000001750	4603	Tcirg1	T cell, immune regulator 1, ATPase, H+ transporting, lysosomal V0 protein A3 [Source:MGI Symbol;Acc:MGI:1350931]	140067.826086957
ENSMUSG00000001751	2658	Naglu	alpha-N-acetylglucosaminidase (Sanfilippo disease IIIB) [Source:MGI Symbol;Acc:MGI:1351641]	15233.4184782609
ENSMUSG00000001755	2867	Coasy	Coenzyme A synthase [Source:MGI Symbol;Acc:MGI:1918993]	9055.47644927536
ENSMUSG00000001761	5621	Smo	smoothened, frizzled class receptor [Source:MGI Symbol;Acc:MGI:108075]	293397.239130435
ENSMUSG00000001763	5195	Tspan33	tetraspanin 33 [Source:MGI Symbol;Acc:MGI:1919012]	463.326086956522
ENSMUSG00000001767	3844	Crnkl1	crooked neck pre-mRNA splicing factor 1 [Source:MGI Symbol;Acc:MGI:1914127]	43755.0416666667
ENSMUSG00000001768	11271	Rin2	Ras and Rab interactor 2 [Source:MGI Symbol;Acc:MGI:1921280]	266436.601449275
ENSMUSG00000001773	3210	Folh1	folate hydrolase 1 [Source:MGI Symbol;Acc:MGI:1858193]	14558.4764492754
ENSMUSG00000001774	7498	Chordc1	cysteine and histidine-rich domain (CHORD)-containing, zinc-binding protein 1 [Source:MGI Symbol;Acc:MGI:1914167]	28405.6938405797
ENSMUSG00000001783	2615	Rtcb	RNA 2',3'-cyclic phosphate and 5'-OH ligase [Source:MGI Symbol;Acc:MGI:106379]	138390.956521739
ENSMUSG00000001785	2942	Pwp1	PWP1 homolog, endonuclein [Source:MGI Symbol;Acc:MGI:1914735]	16456.8097826087
ENSMUSG00000001786	6180	Fbxo7	F-box protein 7 [Source:MGI Symbol;Acc:MGI:1917004]	11548.9492753623
ENSMUSG00000001794	2477	Capns1	calpain, small subunit 1 [Source:MGI Symbol;Acc:MGI:88266]	3122701.04347826
ENSMUSG00000001802	4700	Lrp3	low density lipoprotein receptor-related protein 3 [Source:MGI Symbol;Acc:MGI:3584516]	12211.384057971
ENSMUSG00000001827	2297	Folr1	folate receptor 1 (adult) [Source:MGI Symbol;Acc:MGI:95568]	2197457.1884058
ENSMUSG00000001829	9960	Clpb	ClpB caseinolytic peptidase B [Source:MGI Symbol;Acc:MGI:1100517]	39723.5054347826
ENSMUSG00000001833	11631	Sept7	septin 7 [Source:MGI Symbol;Acc:MGI:1335094]	1120707.51992754
ENSMUSG00000001844	2864	Zdhhc4	zinc finger, DHHC domain containing 4 [Source:MGI Symbol;Acc:MGI:1920131]	11749.0851449275
ENSMUSG00000001847	4496	Rac1	Rac family small GTPase 1 [Source:MGI Symbol;Acc:MGI:97845]	709680.172101449
ENSMUSG00000001855	9659	Nup214	nucleoporin 214 [Source:MGI Symbol;Acc:MGI:1095411]	86036.5797101449
ENSMUSG00000001864	4032	Aif1l	allograft inflammatory factor 1-like [Source:MGI Symbol;Acc:MGI:1919598]	47520.8242753623
ENSMUSG00000001870	10691	Ltbp1	latent transforming growth factor beta binding protein 1 [Source:MGI Symbol;Acc:MGI:109151]	13975964.6938406
ENSMUSG00000001891	3069	Ugp2	UDP-glucose pyrophosphorylase 2 [Source:MGI Symbol;Acc:MGI:2183447]	42572.8967391304
ENSMUSG00000001901	3549	Kcnh6	potassium voltage-gated channel, subfamily H (eag-related), member 6 [Source:MGI Symbol;Acc:MGI:2684139]	758.775362318841
ENSMUSG00000001909	6306	Trmt1	tRNA methyltransferase 1 [Source:MGI Symbol;Acc:MGI:1289155]	15612.2155797101
ENSMUSG00000001910	4673	Nacc1	nucleus accumbens associated 1, BEN and BTB (POZ) domain containing [Source:MGI Symbol;Acc:MGI:1914080]	834187.188405797
ENSMUSG00000001911	7351	Nfix	nuclear factor I/X [Source:MGI Symbol;Acc:MGI:97311]	10390405.8677536
ENSMUSG00000001918	4173	Slc1a5	solute carrier family 1 (neutral amino acid transporter), member 5 [Source:MGI Symbol;Acc:MGI:105305]	8856.59239130435
ENSMUSG00000001924	4819	Uba1	ubiquitin-like modifier activating enzyme 1 [Source:MGI Symbol;Acc:MGI:98890]	3250725.65217391
ENSMUSG00000001930	16064	Vwf	Von Willebrand factor [Source:MGI Symbol;Acc:MGI:98941]	2897.13043478261
ENSMUSG00000001942	10497	Siae	sialic acid acetylesterase [Source:MGI Symbol;Acc:MGI:104803]	11135.884057971
ENSMUSG00000001946	2867	Esam	endothelial cell-specific adhesion molecule [Source:MGI Symbol;Acc:MGI:1916774]	235.391304347826
ENSMUSG00000001948	1061	Spa17	sperm autoantigenic protein 17 [Source:MGI Symbol;Acc:MGI:1333778]	3030.07065217391
ENSMUSG00000001962	2288	Fam50a	family with sequence similarity 50, member A [Source:MGI Symbol;Acc:MGI:1351626]	30207.0362318841
ENSMUSG00000001964	2517	Emd	emerin [Source:MGI Symbol;Acc:MGI:108117]	20695.5634057971
ENSMUSG00000001983	1383	Taco1	translational activator of mitochondrially encoded cytochrome c oxidase I [Source:MGI Symbol;Acc:MGI:1917457]	820.978260869565
ENSMUSG00000001985	8973	Grik3	glutamate receptor, ionotropic, kainate 3 [Source:MGI Symbol;Acc:MGI:95816]	1271.47101449275
ENSMUSG00000001986	9859	Gria3	glutamate receptor, ionotropic, AMPA3 (alpha 3) [Source:MGI Symbol;Acc:MGI:95810]	25260.7536231884
ENSMUSG00000001995	9617	Sipa1l2	signal-induced proliferation-associated 1 like 2 [Source:MGI Symbol;Acc:MGI:2676970]	246105.302536232
ENSMUSG00000001998	9810	Ap4e1	adaptor-related protein complex AP-4, epsilon 1 [Source:MGI Symbol;Acc:MGI:1336993]	6578.23188405797
ENSMUSG00000001999	2446	Blvra	biliverdin reductase A [Source:MGI Symbol;Acc:MGI:88170]	677.731884057971
ENSMUSG00000002006	3970	Pdzd4	PDZ domain containing 4 [Source:MGI Symbol;Acc:MGI:2443483]	4733.1231884058
ENSMUSG00000002007	2784	Srpk3	serine/arginine-rich protein specific kinase 3 [Source:MGI Symbol;Acc:MGI:1891338]	32.8623188405797
ENSMUSG00000002010	2701	Idh3g	isocitrate dehydrogenase 3 (NAD+), gamma [Source:MGI Symbol;Acc:MGI:1099463]	52397.384057971
ENSMUSG00000002012	1971	Pnck	pregnancy upregulated non-ubiquitously expressed CaM kinase [Source:MGI Symbol;Acc:MGI:1347357]	130.260869565217
ENSMUSG00000002014	3096	Ssr4	signal sequence receptor, delta [Source:MGI Symbol;Acc:MGI:1099464]	46551.3043478261
ENSMUSG00000002015	1219	Bcap31	B cell receptor associated protein 31 [Source:MGI Symbol;Acc:MGI:1350933]	98305.0362318841
ENSMUSG00000002017	3564	Fam98a	family with sequence similarity 98, member A [Source:MGI Symbol;Acc:MGI:1919972]	19111.731884058
ENSMUSG00000002020	8184	Ltbp2	latent transforming growth factor beta binding protein 2 [Source:MGI Symbol;Acc:MGI:99502]	8477439.82608696
ENSMUSG00000002028	16670	Kmt2a	lysine (K)-specific methyltransferase 2A [Source:MGI Symbol;Acc:MGI:96995]	4354923.06521739
ENSMUSG00000002031	6416	Ift46	intraflagellar transport 46 [Source:MGI Symbol;Acc:MGI:1923818]	10053.884057971
ENSMUSG00000002032	3212	Tmem25	transmembrane protein 25 [Source:MGI Symbol;Acc:MGI:1918937]	813.971014492754
ENSMUSG00000002043	1589	Trappc6a	trafficking protein particle complex 6A [Source:MGI Symbol;Acc:MGI:1914341]	791.780797101449
ENSMUSG00000002052	7095	Supt6	SPT6, histone chaperone and transcription elongation factor [Source:MGI Symbol;Acc:MGI:107726]	2153087.30253623
ENSMUSG00000002055	5624	Spag5	sperm associated antigen 5 [Source:MGI Symbol;Acc:MGI:1927470]	409388.259057971
ENSMUSG00000002057	3214	Foxn1	forkhead box N1 [Source:MGI Symbol;Acc:MGI:102949]	10496.2155797101
ENSMUSG00000002058	2448	Unc119	unc-119 lipid binding chaperone [Source:MGI Symbol;Acc:MGI:1328357]	360875.69384058
ENSMUSG00000002059	2385	Rab34	RAB34, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:104606]	20550.6938405797
ENSMUSG00000002064	1515	Sdf2	stromal cell derived factor 2 [Source:MGI Symbol;Acc:MGI:108019]	18802.5923913043
ENSMUSG00000002068	2662	Ccne1	cyclin E1 [Source:MGI Symbol;Acc:MGI:88316]	11545.0652173913
ENSMUSG00000002076	3589	Hsf2bp	heat shock transcription factor 2 binding protein [Source:MGI Symbol;Acc:MGI:1921627]	71.536231884058
ENSMUSG00000002083	2124	Bbc3	BCL2 binding component 3 [Source:MGI Symbol;Acc:MGI:2181667]	748.085144927536
ENSMUSG00000002102	2607	Psmc3	proteasome (prosome, macropain) 26S subunit, ATPase 3 [Source:MGI Symbol;Acc:MGI:1098754]	364804.461956522
ENSMUSG00000002103	5186	Acp2	acid phosphatase 2, lysosomal [Source:MGI Symbol;Acc:MGI:87882]	47901.0144927536
ENSMUSG00000002104	1802	Rapsn	receptor-associated protein of the synapse [Source:MGI Symbol;Acc:MGI:99422]	4828.6884057971
ENSMUSG00000002105	4869	Slc39a13	solute carrier family 39 (metal ion transporter), member 13 [Source:MGI Symbol;Acc:MGI:1915677]	94509.1014492754
ENSMUSG00000002107	25884	Celf2	CUGBP, Elav-like family member 2 [Source:MGI Symbol;Acc:MGI:1338822]	212945.432971014
ENSMUSG00000002108	2515	Nr1h3	nuclear receptor subfamily 1, group H, member 3 [Source:MGI Symbol;Acc:MGI:1352462]	509.413043478261
ENSMUSG00000002109	2736	Ddb2	damage specific DNA binding protein 2 [Source:MGI Symbol;Acc:MGI:1355314]	2068.86775362319
ENSMUSG00000002111	2695	Spi1	spleen focus forming virus (SFFV) proviral integration oncogene [Source:MGI Symbol;Acc:MGI:98282]	6416.16666666667
ENSMUSG00000002129	6147	Sf3a1	splicing factor 3a, subunit 1 [Source:MGI Symbol;Acc:MGI:1914715]	433249.239130435
ENSMUSG00000002147	4402	Stat6	signal transducer and activator of transcription 6 [Source:MGI Symbol;Acc:MGI:103034]	74762.8695652174
ENSMUSG00000002190	4025	Clgn	calmegin [Source:MGI Symbol;Acc:MGI:107472]	96.2536231884058
ENSMUSG00000002204	2660	Napsa	napsin A aspartic peptidase [Source:MGI Symbol;Acc:MGI:109365]	253.36231884058
ENSMUSG00000002205	6744	Vrk3	vaccinia related kinase 3 [Source:MGI Symbol;Acc:MGI:2182465]	11362.6014492754
ENSMUSG00000002210	3702	Smg9	smg-9 homolog, nonsense mediated mRNA decay factor (C. elegans) [Source:MGI Symbol;Acc:MGI:1919247]	14562.9981884058
ENSMUSG00000002221	10271	Paxip1	PAX interacting (with transcription-activation domain) protein 1 [Source:MGI Symbol;Acc:MGI:1890430]	42678.8405797101
ENSMUSG00000002222	6783	Rmnd5a	required for meiotic nuclear division 5 homolog A [Source:MGI Symbol;Acc:MGI:1915727]	186782.231884058
ENSMUSG00000002227	5607	Mov10	Mov10 RISC complex RNA helicase [Source:MGI Symbol;Acc:MGI:97054]	11225.5579710145
ENSMUSG00000002228	1814	Ppm1j	protein phosphatase 1J [Source:MGI Symbol;Acc:MGI:1919137]	1427.67391304348
ENSMUSG00000002233	1618	Rhoc	ras homolog family member C [Source:MGI Symbol;Acc:MGI:106028]	480117.536231884
ENSMUSG00000002249	6714	Tead3	TEA domain family member 3 [Source:MGI Symbol;Acc:MGI:109241]	14922.6666666667
ENSMUSG00000002250	7514	Ppard	peroxisome proliferator activator receptor delta [Source:MGI Symbol;Acc:MGI:101884]	20289.606884058
ENSMUSG00000002257	2672	Def6	differentially expressed in FDCP 6 [Source:MGI Symbol;Acc:MGI:1346328]	370.867753623188
ENSMUSG00000002265	13616	Peg3	paternally expressed 3 [Source:MGI Symbol;Acc:MGI:104748]	349044.804347826
ENSMUSG00000002266	8086	Zim1	zinc finger, imprinted 1 [Source:MGI Symbol;Acc:MGI:1341879]	79.3025362318841
ENSMUSG00000002274	3771	Metrn	meteorin, glial cell differentiation regulator [Source:MGI Symbol;Acc:MGI:1917333]	3491.21557971014
ENSMUSG00000002279	13589	Lmf1	lipase maturation factor 1 [Source:MGI Symbol;Acc:MGI:1923733]	4901.53623188406
ENSMUSG00000002280	6223	Ciao3	cytosolic iron-sulfur assembly component 3 [Source:MGI Symbol;Acc:MGI:1914813]	2957.20108695652
ENSMUSG00000002289	3541	Angptl4	angiopoietin-like 4 [Source:MGI Symbol;Acc:MGI:1888999]	565176.775362319
ENSMUSG00000002297	8728	Dbf4	DBF4 zinc finger [Source:MGI Symbol;Acc:MGI:1351328]	10366.3315217391
ENSMUSG00000002307	3151	Daxx	Fas death domain-associated protein [Source:MGI Symbol;Acc:MGI:1197015]	28365.606884058
ENSMUSG00000002308	2883	Cd320	CD320 antigen [Source:MGI Symbol;Acc:MGI:1860083]	2619.90579710145
ENSMUSG00000002319	4669	Ipo4	importin 4 [Source:MGI Symbol;Acc:MGI:1923001]	42737.9402173913
ENSMUSG00000002320	3880	Tm9sf1	transmembrane 9 superfamily member 1 [Source:MGI Symbol;Acc:MGI:1921390]	69657.2971014493
ENSMUSG00000002324	2935	Rec8	REC8 meiotic recombination protein [Source:MGI Symbol;Acc:MGI:1929645]	1450.6884057971
ENSMUSG00000002325	5386	Irf9	interferon regulatory factor 9 [Source:MGI Symbol;Acc:MGI:107587]	86963.3913043478
ENSMUSG00000002326	3925	Gmpr2	guanosine monophosphate reductase 2 [Source:MGI Symbol;Acc:MGI:1917903]	1883.29710144928
ENSMUSG00000002329	2032	Mdp1	magnesium-dependent phosphatase 1 [Source:MGI Symbol;Acc:MGI:1915131]	3078.72282608696
ENSMUSG00000002332	2760	Dhrs1	dehydrogenase/reductase (SDR family) member 1 [Source:MGI Symbol;Acc:MGI:1196314]	141313.69384058
ENSMUSG00000002341	7195	Ncan	neurocan [Source:MGI Symbol;Acc:MGI:104694]	132.31884057971
ENSMUSG00000002342	3673	Tmem161a	transmembrane protein 161A [Source:MGI Symbol;Acc:MGI:2384577]	14310.1721014493
ENSMUSG00000002343	3262	Armc6	armadillo repeat containing 6 [Source:MGI Symbol;Acc:MGI:1924063]	1035.38949275362
ENSMUSG00000002345	1468	Borcs8	BLOC-1 related complex subunit 8 [Source:MGI Symbol;Acc:MGI:1919618]	2242.41847826087
ENSMUSG00000002346	5996	Slc25a42	solute carrier family 25, member 42 [Source:MGI Symbol;Acc:MGI:1920345]	2697.29710144928
ENSMUSG00000002365	3617	Snx9	sorting nexin 9 [Source:MGI Symbol;Acc:MGI:1913866]	658599.536231884
ENSMUSG00000002372	6960	Ranbp3	RAN binding protein 3 [Source:MGI Symbol;Acc:MGI:1919060]	41339.9547101449
ENSMUSG00000002379	1092	Ndufa11	NADH:ubiquinone oxidoreductase subunit A11 [Source:MGI Symbol;Acc:MGI:1917125]	18904.2880434783
ENSMUSG00000002393	2983	Nr2f6	nuclear receptor subfamily 2, group F, member 6 [Source:MGI Symbol;Acc:MGI:1352453]	26601.3025362319
ENSMUSG00000002395	2203	Use1	unconventional SNARE in the ER 1 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1914273]	106547.644927536
ENSMUSG00000002396	7133	Ocel1	occludin/ELL domain containing 1 [Source:MGI Symbol;Acc:MGI:1924340]	1571.25905797101
ENSMUSG00000002409	2695	Dyrk1b	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1b [Source:MGI Symbol;Acc:MGI:1330302]	11642.9112318841
ENSMUSG00000002413	13862	Braf	Braf transforming gene [Source:MGI Symbol;Acc:MGI:88190]	315883.014492754
ENSMUSG00000002416	5628	Ndufb2	NADH:ubiquinone oxidoreductase subunit B2 [Source:MGI Symbol;Acc:MGI:1915448]	3068.51992753623
ENSMUSG00000002428	5931	Hltf	helicase-like transcription factor [Source:MGI Symbol;Acc:MGI:1196437]	19048.9112318841
ENSMUSG00000002455	3859	Prpf6	pre-mRNA splicing factor 6 [Source:MGI Symbol;Acc:MGI:1922946]	182845.210144928
ENSMUSG00000002458	2230	Rgs19	regulator of G-protein signaling 19 [Source:MGI Symbol;Acc:MGI:1915153]	13721.9710144928
ENSMUSG00000002459	4239	Rgs20	regulator of G-protein signaling 20 [Source:MGI Symbol;Acc:MGI:1929866]	3456.21557971014
ENSMUSG00000002475	2334	Abhd3	abhydrolase domain containing 3 [Source:MGI Symbol;Acc:MGI:2147183]	1188.94927536232
ENSMUSG00000002477	2052	Snrpd1	small nuclear ribonucleoprotein D1 [Source:MGI Symbol;Acc:MGI:98344]	28511.1304347826
ENSMUSG00000002486	7397	Tchp	trichoplein, keratin filament binding [Source:MGI Symbol;Acc:MGI:1925082]	33283.9927536232
ENSMUSG00000002489	10048	Tiam1	T cell lymphoma invasion and metastasis 1 [Source:MGI Symbol;Acc:MGI:103306]	147230.867753623
ENSMUSG00000002496	9620	Tsc2	TSC complex subunit 2 [Source:MGI Symbol;Acc:MGI:102548]	234944.635869565
ENSMUSG00000002504	2646	Slc9a3r2	solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 2 [Source:MGI Symbol;Acc:MGI:1890662]	3655.67934782609
ENSMUSG00000002524	4748	Puf60	poly-U binding splicing factor 60 [Source:MGI Symbol;Acc:MGI:1915209]	453915.172101449
ENSMUSG00000002546	5500	Golga2	golgi autoantigen, golgin subfamily a, 2 [Source:MGI Symbol;Acc:MGI:2139395]	885232.608695652
ENSMUSG00000002550	2751	Uck1	uridine-cytidine kinase 1 [Source:MGI Symbol;Acc:MGI:98904]	13864.2155797101
ENSMUSG00000002565	2999	Scin	scinderin [Source:MGI Symbol;Acc:MGI:1306794]	166.896739130435
ENSMUSG00000002578	6461	Ikzf4	IKAROS family zinc finger 4 [Source:MGI Symbol;Acc:MGI:1343139]	38927.4782608696
ENSMUSG00000002580	747	Mien1	migration and invasion enhancer 1 [Source:MGI Symbol;Acc:MGI:1913678]	5050.98369565217
ENSMUSG00000002588	2898	Pon1	paraoxonase 1 [Source:MGI Symbol;Acc:MGI:103295]	142.824275362319
ENSMUSG00000002602	5033	Axl	AXL receptor tyrosine kinase [Source:MGI Symbol;Acc:MGI:1347244]	23714890.3188406
ENSMUSG00000002603	5042	Tgfb1	transforming growth factor, beta 1 [Source:MGI Symbol;Acc:MGI:98725]	696349.418478261
ENSMUSG00000002608	3939	Ccdc97	coiled-coil domain containing 97 [Source:MGI Symbol;Acc:MGI:1196455]	52330.2010869565
ENSMUSG00000002617	4482	Zfp40	zinc finger protein 40 [Source:MGI Symbol;Acc:MGI:99185]	4964.82427536232
ENSMUSG00000002625	5073	Akap8l	A kinase (PRKA) anchor protein 8-like [Source:MGI Symbol;Acc:MGI:1860606]	258195.471014493
